session_id,user_id,articles_read,read_time,score
1425814,36,1394,2,2
1425814,1,1305,6,5
1425814,15,3991,1,3
1425814,30,3791,2,5
1425815,6,986,1,2
1425816,42,3030,3,5
1425816,30,2166,3,3
1425817,40,3476,1,2
1425817,22,2167,0,0
1425817,7,3292,2,3
1425818,17,2669,2,5
1425818,21,316,1,2
1425818,28,4346,0,0
1425818,39,4119,3,4
1425818,48,1141,2,2
1425819,39,4612,1,3
1425819,35,2696,1,2
1425819,12,2131,1,5
1425819,24,2935,1,1
1425819,4,501,3,3
1425819,33,4102,2,2
1425820,20,3663,0,0
1425820,34,170,1,3
1425820,23,2546,1,2
1425820,14,1794,1,3
1425820,11,3250,2,5
1425821,1,763,1,1
1425821,19,2054,2,4
1425821,25,4231,0,0
1425821,4,3958,0,0
1425821,44,297,1,3
1425821,2,3775,0,0
1425821,4,926,3,5
1425821,26,4161,1,5
1425821,4,3157,0,0
1425821,11,2597,0,0
1425822,23,2275,0,0
1425822,26,2131,0,0
1425822,7,4464,0,0
1425822,14,385,3,3
1425822,39,112,2,5
1425822,4,2096,0,0
1425823,14,61,0,0
1425824,40,1593,2,5
1425824,16,2643,1,3
1425825,2,2779,0,0
1425825,50,1219,0,0
1425825,34,1210,1,3
1425826,47,4567,1,3
1425826,46,518,0,0
1425826,20,1208,0,0
1425826,13,22,2,5
1425826,21,1952,1,3
1425827,6,4552,0,0
1425827,18,2081,1,3
1425827,28,4156,0,0
1425828,43,2869,3,5
1425828,43,2472,1,3
1425828,12,3640,0,0
1425829,13,2852,2,5
1425829,19,4210,0,0
1425829,20,1012,0,0
1425829,6,3613,1,3
1425830,6,2088,0,0
1425830,48,1600,2,5
1425830,8,735,1,5
1425830,23,664,0,0
1425831,25,761,2,4
1425831,39,995,0,0
1425832,5,1276,2,5
1425833,12,2085,0,0
1425833,17,849,0,0
1425833,13,4121,0,0
1425834,49,1849,2,5
1425834,28,2746,2,3
1425834,31,1403,3,4
1425834,34,4447,0,0
1425835,4,2608,3,3
1425836,31,2278,0,0
1425836,45,2487,1,2
1425836,1,709,2,4
1425836,26,3611,0,0
1425836,6,3146,0,0
1425836,48,3544,1,5
1425837,49,3019,2,5
1425837,25,2385,0,0
1425837,2,3892,3,3
1425837,28,2664,2,4
1425838,30,4548,2,3
1425838,33,1541,1,2
1425838,47,1589,5,4
1425838,50,3207,0,0
1425839,47,2041,1,5
1425839,1,363,1,5
1425839,43,2764,6,5
1425842,50,1255,5,5
1425842,17,4444,1,3
1425842,5,2043,1,3
1425842,37,1182,2,2
1425842,25,472,0,0
1425843,49,4501,0,0
1425843,28,1860,1,3
1425843,20,2080,1,5
1425844,36,3153,1,3
1425844,16,1041,0,0
1425845,10,3059,2,5
1425845,50,525,1,3
1425845,41,1510,1,3
1425845,1,42,1,3
1425845,30,4347,0,0
1425845,30,1382,1,3
1425846,24,2630,9,5
1425846,31,4109,1,5
1425846,6,2958,0,0
1425847,2,3351,1,3
1425847,50,2747,0,0
1425847,3,649,1,3
1425847,28,3146,1,3
1425847,14,4238,1,3
1425848,44,3937,3,4
1425848,39,886,1,3
1425848,39,925,2,5
1425848,24,4575,0,0
1425849,12,1157,1,2
1425849,40,3522,1,5
1425849,5,282,2,4
1425849,7,920,1,3
1425850,33,3688,2,2
1425850,26,571,1,3
1425850,11,957,1,5
1425850,4,2960,0,0
1425851,11,412,1,3
1425851,1,2427,2,5
1425851,32,2222,1,5
1425852,36,2738,4,5
1425852,12,4387,1,2
1425852,26,3482,1,1
1425852,44,3425,0,0
1425852,15,3713,0,0
1425852,26,4621,0,0
1425852,25,3770,1,3
1425853,14,870,7,5
1425853,48,2067,1,3
1425853,49,369,3,5
1425853,32,941,2,5
1425853,29,1248,0,0
1425853,4,345,0,0
1425854,50,3063,0,0
1425854,46,3921,2,5
1425854,25,1057,0,0
1425854,42,265,2,5
1425855,4,1557,1,3
1425855,6,1705,3,4
1425855,2,2540,2,4
1425856,37,3497,4,4
1425856,6,2240,1,3
1425856,32,2995,2,3
1425856,26,2041,1,5
1425857,26,611,2,3
1425857,1,2749,1,2
1425857,31,1687,5,5
1425857,32,1275,1,3
1425858,22,2123,1,3
1425858,15,204,0,0
1425858,5,4,3,5
1425859,50,4020,0,0
1425859,33,1691,1,2
1425859,36,2596,1,5
1425859,5,828,0,0
1425860,12,2510,3,3
1425860,28,3662,0,0
1425860,16,2660,1,2
1425861,6,3635,0,0
1425861,36,12,0,0
1425861,15,2325,3,3
1425861,8,4221,2,4
1425861,21,2697,2,5
1425862,10,1405,0,0
1425862,7,4512,1,5
1425863,48,3299,1,3
1425863,33,2904,1,3
1425863,1,2167,0,0
1425863,9,3111,0,0
1425864,8,3066,2,5
1425864,22,1849,1,3
1425864,38,2267,2,5
1425865,9,932,2,4
1425865,15,3818,1,3
1425865,12,3754,4,5
1425865,1,2508,1,3
1425865,25,968,0,0
1425866,32,4586,2,2
1425867,29,4360,2,2
1425867,2,297,1,3
1425867,14,911,2,4
1425868,23,1365,2,4
1425868,18,1540,5,5
1425868,41,2465,2,5
1425868,14,1792,0,0
1425869,14,1958,0,0
1425869,14,258,0,0
1425869,9,1947,2,4
1425870,45,1821,0,0
1425870,17,3098,5,5
1425870,39,1034,1,3
1425870,37,4103,1,3
1425870,31,3240,1,2
1425871,22,1170,1,2
1425871,19,3113,1,2
1425871,22,2109,3,4
1425872,4,3461,1,3
1425872,21,2418,0,0
1425873,13,4027,5,5
1425873,33,1204,0,0
1425873,22,3380,3,3
1425873,9,3149,2,4
1425873,19,3711,0,0
1425873,17,1774,4,4
1425873,7,4041,2,5
1425874,15,4191,1,3
1425874,49,1532,0,0
1425874,28,2751,0,0
1425874,8,2844,0,0
1425875,24,3213,1,1
1425875,12,3045,2,5
1425876,26,4044,4,4
1425877,14,3104,1,3
1425878,5,3306,0,0
1425878,46,1074,0,0
1425879,22,4592,3,3
1425879,43,280,0,0
1425881,38,1108,4,4
1425882,40,1194,4,5
1425882,46,2086,0,0
1425882,2,1985,1,1
1425883,38,1268,1,3
1425883,42,3439,2,5
1425883,29,2806,2,5
1425883,20,356,1,3
1425883,17,2651,2,5
1425884,7,2065,0,0
1425885,13,4318,1,3
1425885,36,3514,4,4
1425886,1,1799,0,0
1425886,16,3945,0,0
1425886,43,3777,0,0
1425887,13,3671,0,0
1425887,5,3751,1,5
1425887,11,3028,0,0
1425888,16,1992,3,5
1425888,18,2457,0,0
1425888,46,676,0,0
1425889,43,4178,2,4
1425889,13,3320,0,0
1425890,43,2062,0,0
1425890,10,1727,2,5
1425890,20,2742,0,0
1425890,33,1181,1,5
1425891,38,3874,3,4
1425891,4,2846,2,4
1425892,17,2713,0,0
1425892,15,912,4,3
1425892,24,1430,3,3
1425892,20,1939,2,5
1425893,42,999,6,5
1425894,33,339,0,0
1425895,18,70,0,0
1425895,10,3952,3,3
1425895,24,2893,0,0
1425895,19,2563,5,5
1425895,46,2485,4,5
1425896,48,3069,0,0
1425896,27,1080,1,3
1425897,37,4120,6,5
1425897,46,2879,1,3
1425897,13,1464,3,4
1425900,19,2349,1,5
1425900,10,539,2,4
1425901,33,77,0,0
1425901,34,4151,0,0
1425901,6,426,2,5
1425902,30,16,0,0
1425902,31,2676,3,3
1425902,27,2769,4,5
1425902,3,4540,2,4
1425903,32,3492,0,0
1425903,44,742,0,0
1425903,34,565,1,3
1425903,25,4575,1,5
1425903,2,4008,0,0
1425904,38,2927,0,0
1425904,1,2826,2,5
1425904,37,2255,5,5
1425904,1,2787,0,0
1425904,35,218,0,0
1425904,50,4140,1,2
1425905,36,3961,4,5
1425905,2,802,1,3
1425905,46,2530,0,0
1425906,16,465,2,4
1425906,30,1658,0,0
1425906,29,3722,3,4
1425906,19,107,1,3
1425906,30,4294,5,5
1425906,45,2325,1,1
1425907,47,4380,1,2
1425907,40,3313,3,5
1425907,40,3681,2,2
1425907,4,4546,1,3
1425908,33,785,3,4
1425908,34,1442,1,2
1425908,32,4070,0,0
1425908,38,4331,0,0
1425909,43,3689,1,5
1425909,16,2816,2,3
1425909,12,808,2,2
1425909,16,4295,1,3
1425909,35,4331,0,0
1425909,5,3947,1,3
1425909,14,905,0,0
1425910,22,3507,0,0
1425910,48,3616,0,0
1425911,38,1219,0,0
1425911,5,1282,0,0
1425911,41,2505,0,0
1425912,36,3829,0,0
1425912,42,4235,1,3
1425912,15,2844,0,0
1425912,6,2360,1,5
1425912,24,169,1,3
1425913,12,1269,0,0
1425913,49,3176,1,2
1425913,38,2746,4,5
1425914,19,1503,1,1
1425914,47,1906,1,2
1425914,39,3062,2,2
1425914,23,4413,12,5
1425914,12,2204,3,5
1425914,22,2232,1,2
1425915,42,2058,5,5
1425915,19,2478,2,5
1425915,46,961,0,0
1425915,37,2940,2,4
1425916,42,3629,0,0
1425916,26,789,2,5
1425916,3,3824,2,4
1425916,16,4040,0,0
1425917,42,131,1,3
1425917,42,312,0,0
1425917,36,3018,0,0
1425917,15,3480,0,0
1425919,14,1981,0,0
1425919,42,1621,1,3
1425920,20,1345,0,0
1425920,6,637,0,0
1425920,35,2977,0,0
1425920,20,3565,1,2
1425920,14,34,1,3
1425921,18,893,1,3
1425921,11,1156,5,5
1425921,25,3978,3,5
1425921,13,1412,1,5
1425921,46,1432,0,0
1425921,50,358,0,0
1425922,8,323,1,3
1425922,19,3564,2,5
1425922,44,4390,0,0
1425923,50,4441,0,0
1425923,48,2988,1,5
1425923,10,1450,2,5
1425924,27,281,2,4
1425924,44,1438,0,0
1425924,27,515,1,3
1425924,30,4192,0,0
1425925,28,3941,1,3
1425925,44,1547,1,2
1425925,14,4226,0,0
1425925,3,2151,3,5
1425925,25,1388,1,2
1425926,43,3860,9,5
1425926,21,3249,0,0
1425927,46,311,0,0
1425927,17,1601,0,0
1425927,42,3775,1,5
1425927,12,1966,2,4
1425928,5,1071,0,0
1425929,19,2180,4,5
1425929,18,1419,2,3
1425929,38,4409,1,5
1425929,37,4304,0,0
1425929,28,401,5,5
1425929,6,3243,1,2
1425929,43,4482,3,3
1425930,10,25,2,5
1425930,34,3562,3,5
1425930,6,2120,0,0
1425931,44,501,1,1
1425931,5,4124,3,5
1425932,17,2799,1,2
1425932,17,1686,2,4
1425932,25,802,2,5
1425933,19,3529,0,0
1425933,20,689,2,2
1425933,7,1205,5,5
1425933,49,3689,0,0
1425934,23,391,0,0
1425935,22,45,0,0
1425935,16,3964,0,0
1425936,23,3953,0,0
1425936,33,190,0,0
1425936,38,4299,0,0
1425936,9,976,2,5
1425937,30,2840,4,4
1425937,45,1401,0,0
1425937,4,2969,4,4
1425937,34,2899,1,3
1425937,5,3879,0,0
1425939,19,728,0,0
1425939,31,815,1,2
1425939,46,2494,0,0
1425939,33,2922,0,0
1425940,50,2916,1,3
1425941,29,2810,1,5
1425941,1,1259,4,5
1425941,13,4346,1,3
1425942,31,3340,1,3
1425942,42,1391,1,2
1425942,1,1440,4,5
1425942,15,3710,2,4
1425942,23,4492,0,0
1425942,30,3208,3,5
1425943,34,3919,2,5
1425943,40,1708,0,0
1425943,44,3239,3,3
1425944,30,3766,2,5
1425944,43,4199,1,1
1425944,28,2689,3,4
1425944,3,3576,5,5
1425944,14,1020,0,0
1425944,49,901,1,3
1425944,26,4362,2,5
1425945,24,3052,1,5
1425945,25,54,0,0
1425945,5,1014,0,0
1425945,9,3277,1,3
1425945,33,4284,0,0
1425946,29,3705,1,5
1425946,48,4011,0,0
1425946,50,1603,0,0
1425946,35,2912,0,0
1425946,44,2719,1,3
1425946,4,4510,0,0
1425947,5,4151,0,0
1425947,45,2684,4,5
1425947,17,678,2,4
1425947,43,1717,0,0
1425947,9,3788,0,0
1425948,6,1055,2,4
1425950,45,3184,1,5
1425950,16,1043,0,0
1425950,24,2382,1,3
1425950,38,2258,2,4
1425951,22,4015,3,3
1425951,38,3433,0,0
1425952,20,2023,1,3
1425952,27,1233,3,3
1425952,2,630,0,0
1425952,44,4343,1,3
1425953,7,2957,2,5
1425953,49,2291,0,0
1425953,23,1617,1,5
1425953,11,3114,0,0
1425953,48,1067,1,3
1425954,36,3210,4,4
1425954,40,2286,2,3
1425954,32,3516,0,0
1425954,18,978,2,5
1425955,4,3560,0,0
1425955,30,502,2,5
1425955,7,3107,0,0
1425955,23,2189,1,2
1425955,6,1193,1,3
1425955,46,3803,1,3
1425955,15,1690,2,5
1425956,21,3792,0,0
1425956,38,2279,1,2
1425956,20,215,2,5
1425956,47,3729,0,0
1425957,27,3254,0,0
1425957,13,1533,1,5
1425957,19,2141,1,5
1425958,44,327,0,0
1425958,23,2792,1,2
1425958,11,1305,5,5
1425959,42,3953,5,5
1425959,10,3507,1,3
1425959,10,3875,0,0
1425959,6,539,0,0
1425960,14,3613,1,3
1425960,7,3471,0,0
1425960,38,71,0,0
1425960,33,1322,0,0
1425960,27,2126,0,0
1425961,31,1593,0,0
1425962,41,632,2,4
1425962,41,3511,0,0
1425962,39,3602,2,4
1425963,50,2112,0,0
1425963,24,1250,0,0
1425963,24,4059,3,5
1425964,29,3161,2,5
1425964,1,1453,0,0
1425964,20,2731,0,0
1425965,8,1847,1,5
1425965,36,724,2,4
1425965,22,4465,2,5
1425965,9,369,2,4
1425965,41,1917,0,0
1425966,33,1293,0,0
1425967,22,4292,0,0
1425967,20,1092,1,1
1425967,3,2276,1,3
1425967,30,3552,0,0
1425968,8,2770,1,3
1425968,36,2533,0,0
1425968,15,2591,3,4
1425969,32,3168,0,0
1425969,38,3866,4,4
1425969,41,4103,2,5
1425969,38,3513,2,5
1425969,22,3180,2,3
1425970,10,1831,0,0
1425970,15,1016,0,0
1425971,36,2914,4,5
1425971,10,771,2,5
1425971,31,659,0,0
1425971,11,566,0,0
1425971,7,246,0,0
1425972,19,1922,1,3
1425972,24,152,0,0
1425972,29,2563,0,0
1425972,36,2629,0,0
1425972,13,3599,3,5
1425972,16,925,1,3
1425973,15,4439,0,0
1425973,2,2485,0,0
1425973,1,2021,0,0
1425974,8,847,2,5
1425974,45,1365,1,2
1425974,42,1481,4,5
1425975,7,1546,0,0
1425975,49,4234,2,5
1425975,40,1462,1,3
1425975,9,3153,1,3
1425975,30,2227,2,3
1425976,10,610,4,4
1425976,17,2359,0,0
1425976,32,2823,1,3
1425976,29,3961,3,4
1425977,11,2631,1,3
1425978,8,1425,5,5
1425978,7,259,1,3
1425979,33,466,2,4
1425979,21,1087,2,5
1425979,29,410,2,5
1425980,15,4267,2,5
1425980,34,571,0,0
1425980,39,1448,2,5
1425981,26,840,0,0
1425981,22,769,1,3
1425981,6,1127,1,1
1425981,39,1528,2,5
1425981,28,461,1,3
1425982,1,3338,0,0
1425982,25,1030,0,0
1425983,2,268,1,3
1425983,19,2312,0,0
1425983,35,2025,3,4
1425983,26,1088,1,3
1425983,5,522,2,4
1425984,21,260,0,0
1425984,21,3517,0,0
1425984,27,1886,3,5
1425984,23,974,3,5
1425985,42,610,2,2
1425985,41,2313,0,0
1425985,38,4281,0,0
1425986,26,2524,1,3
1425986,7,144,1,3
1425987,4,3402,0,0
1425988,23,966,0,0
1425989,21,2793,2,5
1425989,29,1285,0,0
1425989,11,2220,1,3
1425989,42,1368,2,2
1425990,17,3417,1,2
1425990,29,2632,0,0
1425991,49,701,1,3
1425992,30,3960,0,0
1425992,14,3475,0,0
1425992,37,2901,1,1
1425992,42,1118,0,0
1425992,15,2966,0,0
1425993,40,2401,3,3
1425993,36,1312,0,0
1425994,2,2033,1,1
1425994,5,2432,1,3
1425994,9,1122,2,5
1425994,40,1671,1,5
1425995,6,93,0,0
1425995,1,2269,1,3
1425996,50,1718,1,2
1425996,26,4303,2,4
1425996,32,1996,2,5
1425997,24,331,1,3
1425997,2,4046,2,5
1425997,39,4442,1,3
1425997,28,3415,1,3
1425998,39,3054,0,0
1425998,3,663,1,3
1425999,11,2247,3,3
1425999,28,2397,3,4
1425999,20,2815,0,0
1426000,16,3436,0,0
1426000,9,2632,1,5
1426000,15,902,0,0
1426000,30,1583,1,2
1426000,19,2752,0,0
1426000,21,1377,3,3
1426000,28,3883,1,3
1426001,31,103,0,0
1426001,23,879,0,0
1426002,31,3280,0,0
1426002,2,2386,2,2
1426002,11,144,0,0
1426002,16,3552,0,0
1426002,31,1567,1,3
1426003,13,174,0,0
1426003,21,1912,2,5
1426003,45,425,5,5
1426003,1,493,0,0
1426004,48,1322,2,5
1426004,19,3908,5,5
1426004,18,656,0,0
1426004,14,249,1,3
1426004,49,1259,3,4
1426005,23,4644,2,4
1426005,48,119,1,3
1426006,24,4286,0,0
1426006,8,3498,0,0
1426006,34,1888,0,0
1426007,31,4643,2,5
1426007,32,3669,0,0
1426007,37,273,0,0
1426007,48,3837,1,3
1426008,12,2399,3,4
1426008,23,2996,1,3
1426008,10,4338,0,0
1426008,11,3974,1,3
1426008,5,1110,3,3
1426008,7,267,1,3
1426008,43,583,1,3
1426009,47,3127,0,0
1426009,50,1516,0,0
1426009,50,2127,4,4
1426010,30,1776,2,5
1426010,45,296,1,3
1426010,2,1081,3,5
1426010,25,4477,1,3
1426010,38,856,1,3
1426010,11,262,2,5
1426010,9,4078,1,5
1426011,30,246,1,5
1426011,25,1786,0,0
1426011,26,4605,1,3
1426012,21,4556,1,3
1426012,34,2851,1,5
1426012,20,4332,1,3
1426012,37,343,0,0
1426012,27,1443,2,2
1426012,50,474,2,5
1426012,2,4418,0,0
1426013,21,4618,0,0
1426013,26,3488,0,0
1426014,43,491,2,4
1426014,35,1854,1,5
1426015,16,432,0,0
1426015,38,2650,0,0
1426015,43,1552,6,5
1426015,20,3758,0,0
1426016,39,3460,4,5
1426016,25,4304,0,0
1426016,41,3231,0,0
1426016,33,3081,0,0
1426017,12,111,0,0
1426017,44,2129,1,3
1426017,50,3346,1,5
1426017,5,3652,1,5
1426018,26,3364,0,0
1426018,32,1063,0,0
1426018,49,262,2,5
1426018,33,3053,1,5
1426019,20,4259,4,5
1426019,50,227,0,0
1426019,41,1030,0,0
1426019,27,415,1,3
1426019,35,4553,1,3
1426019,39,3378,3,3
1426019,49,1563,1,3
1426020,39,3204,2,5
1426020,40,4146,2,4
1426020,28,3860,9,5
1426022,26,236,0,0
1426022,7,4622,0,0
1426022,35,89,2,5
1426022,32,2994,0,0
1426023,42,3438,0,0
1426024,36,123,0,0
1426024,13,4584,1,3
1426024,47,2664,3,5
1426024,6,1655,1,2
1426025,34,2224,0,0
1426025,35,633,0,0
1426025,19,4307,1,3
1426025,24,1616,0,0
1426025,8,845,0,0
1426026,42,2550,1,3
1426027,4,1087,0,0
1426027,30,1715,1,3
1426028,12,3884,1,3
1426028,48,2005,1,1
1426028,37,1772,2,2
1426028,32,1762,2,4
1426028,2,3337,0,0
1426029,26,2744,1,3
1426029,22,3457,0,0
1426029,26,1690,2,5
1426030,15,421,3,4
1426030,31,4338,3,3
1426030,18,706,0,0
1426031,8,398,0,0
1426031,10,1122,0,0
1426031,38,477,4,3
1426032,10,2171,0,0
1426032,39,241,0,0
1426032,42,2509,5,5
1426032,4,726,0,0
1426032,29,3030,3,5
1426032,12,3569,1,2
1426033,40,285,1,5
1426033,15,3366,2,5
1426033,15,1213,1,1
1426034,27,3178,0,0
1426034,49,681,1,5
1426034,19,1845,2,4
1426035,4,2123,0,0
1426038,35,1986,1,5
1426038,9,3344,1,3
1426038,10,292,7,5
1426039,23,1869,2,5
1426039,25,4276,3,5
1426039,8,3421,0,0
1426039,50,173,0,0
1426040,43,3157,1,5
1426041,11,2045,0,0
1426041,48,3753,1,3
1426042,26,2523,0,0
1426042,40,3899,0,0
1426043,3,144,2,5
1426043,17,3996,2,5
1426043,32,1994,1,3
1426043,13,4231,0,0
1426043,12,3323,0,0
1426044,35,3087,1,3
1426044,28,2951,1,2
1426044,7,4616,0,0
1426044,12,71,0,0
1426044,50,4303,2,4
1426045,16,4563,1,5
1426045,36,2490,1,5
1426045,26,1813,0,0
1426046,29,407,2,5
1426046,37,663,1,3
1426046,49,4147,0,0
1426046,14,3430,0,0
1426046,2,4577,0,0
1426046,1,3378,4,4
1426047,3,388,1,2
1426047,14,162,1,3
1426047,9,2286,4,5
1426048,40,2737,1,3
1426048,9,2401,2,2
1426048,24,3538,3,3
1426048,6,2795,3,4
1426048,5,469,3,4
1426048,21,2779,0,0
1426048,42,3694,1,3
1426048,33,1072,2,5
1426048,41,167,1,3
1426050,10,3,1,3
1426050,23,163,1,2
1426050,17,216,1,3
1426051,7,80,1,3
1426051,2,4149,3,5
1426051,22,1371,2,4
1426052,44,3236,0,0
1426053,23,3401,0,0
1426053,24,1376,0,0
1426053,44,1169,2,4
1426054,33,2343,0,0
1426054,29,4601,1,5
1426055,36,1259,0,0
1426055,10,4350,1,2
1426055,44,1089,2,5
1426056,1,2816,1,2
1426056,38,70,1,5
1426057,21,4382,1,3
1426057,5,4439,1,3
1426058,38,2252,0,0
1426058,24,2575,1,1
1426058,11,4578,0,0
1426058,2,1883,2,5
1426058,28,1978,2,5
1426059,4,1991,0,0
1426059,47,3633,1,3
1426060,13,3692,0,0
1426060,34,3051,0,0
1426060,30,2169,0,0
1426060,26,3581,0,0
1426061,42,1715,2,5
1426062,32,838,1,5
1426062,2,1917,2,5
1426062,6,627,6,5
1426062,11,232,0,0
1426063,5,4405,0,0
1426064,3,3008,1,2
1426065,48,2271,1,3
1426065,27,534,0,0
1426066,22,894,0,0
1426067,41,1266,3,4
1426067,25,989,1,3
1426067,17,2598,1,3
1426067,38,2751,0,0
1426068,34,819,1,3
1426069,35,170,1,3
1426070,42,2252,3,4
1426070,26,852,0,0
1426071,25,617,1,5
1426071,13,156,0,0
1426071,1,602,4,5
1426072,15,2604,5,4
1426072,44,2557,2,4
1426072,9,2091,0,0
1426072,21,1564,0,0
1426072,47,1702,0,0
1426073,43,3734,0,0
1426073,22,3950,2,3
1426073,8,1379,0,0
1426073,32,2584,2,3
1426074,2,3434,1,3
1426074,39,689,1,1
1426074,42,3981,1,3
1426075,12,84,2,5
1426075,13,865,1,3
1426076,30,1584,2,2
1426076,39,896,0,0
1426076,17,3582,3,5
1426076,24,3706,1,2
1426077,42,2190,0,0
1426077,38,1894,1,3
1426078,22,1646,0,0
1426078,26,3526,2,4
1426079,19,4013,1,3
1426079,43,2856,0,0
1426080,10,3844,1,5
1426080,10,1347,2,4
1426080,12,2696,1,2
1426080,12,200,2,4
1426081,2,2665,0,0
1426082,28,4503,1,3
1426082,17,289,1,3
1426082,10,3116,0,0
1426082,19,4295,0,0
1426083,48,4285,0,0
1426083,35,2810,0,0
1426083,19,4197,1,3
1426083,19,557,0,0
1426084,4,2722,1,3
1426084,1,1649,1,3
1426084,34,277,1,1
1426084,44,3329,1,2
1426084,14,256,2,5
1426084,6,2342,0,0
1426084,49,400,1,3
1426085,1,2238,2,4
1426085,12,2505,0,0
1426085,10,596,0,0
1426085,46,288,0,0
1426085,20,4248,0,0
1426085,24,1222,0,0
1426086,46,2769,2,3
1426086,18,564,1,3
1426086,47,2884,1,3
1426087,22,839,2,5
1426087,7,3045,0,0
1426087,27,2209,1,3
1426087,41,3864,2,2
1426087,50,4305,2,5
1426087,21,1856,1,3
1426087,18,2246,2,5
1426087,25,1977,4,5
1426088,3,1110,5,5
1426088,8,2162,0,0
1426088,45,2993,2,5
1426088,34,3444,2,5
1426089,2,2359,0,0
1426089,15,2107,0,0
1426090,46,644,1,3
1426091,27,3748,0,0
1426091,10,3768,1,3
1426091,17,4426,1,3
1426091,38,2031,0,0
1426092,11,4613,2,2
1426092,2,3652,0,0
1426092,30,1349,0,0
1426093,10,2220,2,5
1426093,32,3689,1,5
1426093,40,258,1,3
1426093,21,2206,2,5
1426094,15,3703,1,5
1426094,21,4396,0,0
1426094,26,4118,5,4
1426094,32,3375,0,0
1426094,41,3252,1,1
1426094,20,3581,0,0
1426094,30,2256,1,1
1426094,47,4021,1,3
1426094,16,4623,1,3
1426095,11,3325,1,5
1426095,6,2485,4,5
1426095,44,2015,4,5
1426095,45,949,0,0
1426096,2,2312,0,0
1426096,5,1676,0,0
1426096,36,4075,1,3
1426098,29,4405,0,0
1426098,39,3564,0,0
1426098,16,1638,4,5
1426098,38,4474,1,5
1426098,37,3345,2,5
1426098,9,2984,1,2
1426099,42,2117,0,0
1426099,16,99,0,0
1426099,32,837,2,4
1426099,26,3446,0,0
1426099,8,2431,1,3
1426100,34,3970,1,3
1426101,21,3550,1,3
1426101,12,4094,1,5
1426101,28,3857,1,3
1426101,40,3671,4,5
1426102,20,2358,0,0
1426102,14,2018,0,0
1426102,27,605,2,4
1426102,29,658,0,0
1426102,32,2797,0,0
1426103,29,596,1,3
1426103,31,1246,1,3
1426103,4,2100,2,5
1426103,7,929,1,2
1426103,2,267,0,0
1426104,48,3137,1,5
1426104,12,3289,0,0
1426104,29,2594,2,5
1426104,45,4295,0,0
1426105,48,1633,1,3
1426105,45,4162,1,5
1426106,31,3085,1,2
1426107,7,3737,0,0
1426109,12,4378,1,3
1426109,16,2839,2,3
1426109,36,3312,1,1
1426109,17,202,0,0
1426110,27,2512,0,0
1426111,40,4596,0,0
1426111,29,1734,1,5
1426111,40,3144,1,3
1426112,15,472,0,0
1426112,2,3684,1,5
1426113,21,1401,0,0
1426113,44,1946,1,3
1426113,45,3244,0,0
1426113,40,3362,1,5
1426113,17,2973,1,3
1426113,35,3119,2,5
1426113,12,1914,2,5
1426114,8,1565,0,0
1426114,24,785,2,3
1426114,50,3234,0,0
1426115,9,2917,0,0
1426115,30,947,2,3
1426115,2,1543,0,0
1426115,36,4465,0,0
1426115,12,4035,0,0
1426115,11,1701,1,1
1426115,25,4019,5,5
1426117,13,149,1,3
1426117,33,93,0,0
1426117,31,305,1,3
1426118,15,3875,1,3
1426118,20,2119,1,3
1426118,28,1027,0,0
1426119,4,2359,1,3
1426119,43,1677,1,5
1426119,5,1499,3,5
1426120,4,2452,1,2
1426120,39,2103,0,0
1426120,15,2778,1,3
1426121,46,586,3,4
1426121,23,2760,6,5
1426121,29,3227,0,0
1426121,38,1537,1,2
1426121,12,3665,2,4
1426122,47,4189,0,0
1426122,26,34,1,3
1426122,48,4139,3,3
1426122,17,4494,2,5
1426123,6,1159,1,3
1426123,8,3581,1,5
1426123,15,4102,1,1
1426124,43,3742,2,5
1426124,28,2869,0,0
1426125,25,3861,1,3
1426125,40,360,0,0
1426125,27,561,7,5
1426125,1,157,0,0
1426125,37,2065,2,5
1426125,41,3858,0,0
1426126,19,1034,0,0
1426126,23,146,1,3
1426126,4,2370,0,0
1426127,14,3056,0,0
1426127,35,54,0,0
1426128,40,1829,4,5
1426128,10,2302,0,0
1426128,28,1887,1,5
1426129,33,1348,1,5
1426129,32,3545,3,5
1426130,39,1914,0,0
1426130,3,328,1,5
1426130,49,747,3,5
1426130,3,1189,4,5
1426130,31,3251,2,5
1426130,23,1062,2,5
1426131,33,44,0,0
1426131,35,2991,2,2
1426131,31,1783,2,5
1426131,26,665,2,5
1426132,45,4239,1,3
1426133,16,1957,1,3
1426133,36,2919,2,4
1426134,3,2479,2,5
1426134,46,1026,0,0
1426134,3,2943,0,0
1426135,11,3341,7,5
1426135,6,601,3,3
1426136,39,2659,2,4
1426136,46,2292,0,0
1426136,44,3018,3,5
1426137,25,151,1,5
1426137,38,768,1,2
1426138,13,946,2,2
1426138,46,4121,1,5
1426138,31,4652,2,5
1426138,3,3720,0,0
1426139,1,514,1,5
1426139,30,813,1,3
1426139,25,4076,1,3
1426141,7,1477,1,3
1426141,27,3299,2,5
1426141,43,269,0,0
1426142,4,3787,2,5
1426142,22,4455,0,0
1426143,12,4517,0,0
1426143,9,2423,1,3
1426143,33,2692,0,0
1426143,38,4136,0,0
1426143,37,3132,0,0
1426143,42,1545,0,0
1426144,41,3375,1,3
1426144,42,3167,0,0
1426144,8,3432,2,5
1426144,45,259,0,0
1426144,26,4279,4,5
